Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
01-Jun-26,360ONE,1078.8,1104.5, -0.02354343,  0.02141034,  0.02142147,  0.40925665,1088.7,1113.8, -0.02279327,  0.02144169,  0.02144875,  0.40977781,  0.02144875,  0.40977781
01-Jun-26,ABB,7027.5,7253, -0.03158415,  0.02059562,  0.02066511,  0.39480643,7039,7180, -0.01983327,  0.02063876,  0.02063485,  0.39422824,  0.02066511,  0.39480643
01-Jun-26,ABCAPITAL,350.55,363.3, -0.03572559,  0.02108348,  0.02118181,  0.40467790,353.55,366.65, -0.03638280,  0.02126806,  0.02137023,  0.40827774,  0.02137023,  0.40827774
01-Jun-26,ADANIENSOL,1496.5,1513.3, -0.01116365,  0.02889899,  0.02883743,  0.55093833,1508.4,1530.1, -0.01428361,  0.02903720,  0.02898214,  0.55370296,  0.02898214,  0.55370296
01-Jun-26,ADANIENT,2909.4,2937.4, -0.00957796,  0.02542743,  0.02537274,  0.48474552,2931.6,2965.5, -0.01149730,  0.02589972,  0.02584776,  0.49382085,  0.02584776,  0.49382085
01-Jun-26,ADANIGREEN,1446.9,1475.4, -0.01950580,  0.03013284,  0.03008907,  0.57485097,1459.3,1490.3, -0.02102057,  0.03029161,  0.03025230,  0.57796931,  0.03025230,  0.57796931
01-Jun-26,ADANIPORTS,1783.5,1804.6, -0.01176123,  0.02065383,  0.02061889,  0.39392339,1790.5,1814.1, -0.01309457,  0.02056580,  0.02053515,  0.39232358,  0.02061889,  0.39392339
01-Jun-26,ADANIPOWER,232.3,243.37, -0.04655328,  0.02749686,  0.02762491,  0.52777316,234.27,246.23, -0.04979176,  0.02744591,  0.02760271,  0.52734907,  0.02762491,  0.52777316
01-Jun-26,ALKEM,5314.5,5498, -0.03394546,  0.01499276,  0.01514654,  0.28937417,5355,5549.5, -0.03567713,  0.01501297,  0.01518642,  0.29013614,  0.01518642,  0.29013614
01-Jun-26,AMBER,7623.5,7615,  0.00111560,  0.03014852,  0.03007310,  0.57454584,7695.5,7704.5, -0.00116883,  0.03057815,  0.03050167,  0.58273354,  0.03050167,  0.58273354
01-Jun-26,AMBUJACEM,434.9,447.85, -0.02934224,  0.01880952,  0.01887686,  0.36064190,436.1,450.1, -0.03159821,  0.01896575,  0.01904977,  0.36394534,  0.01904977,  0.36394534
01-Jun-26,ANGELONE,335.6,337.3, -0.00505277,  0.02937616,  0.02930483,  0.55986792,336.65,340.2, -0.01048986,  0.02941730,  0.02935308,  0.56078980,  0.02935308,  0.56078980
01-Jun-26,APLAPOLLO,1788.3,1831.1, -0.02365143,  0.01864274,  0.01867108,  0.35671047,1803.7,1850.8, -0.02577787,  0.01839172,  0.01843614,  0.35222193,  0.01867108,  0.35671047
01-Jun-26,APOLLOHOSP,8108,8176.5, -0.00841296,  0.01303346,  0.01301440,  0.24863971,8168,8272.5, -0.01271268,  0.01278730,  0.01278712,  0.24429760,  0.01301440,  0.24863971
01-Jun-26,ASHOKLEY,149.78,155.44, -0.03709225,  0.02244917,  0.02254616,  0.43074378,148.37,154.81, -0.04248940,  0.02190217,  0.02205308,  0.42132344,  0.02254616,  0.43074378
01-Jun-26,ASIANPAINT,2632.4,2671.6, -0.01478157,  0.01525584,  0.01525348,  0.29141740,2631.4,2680.6, -0.01852463,  0.01519277,  0.01521124,  0.29061026,  0.01525348,  0.29141740
01-Jun-26,ASTRAL,1533.1,1578.2, -0.02899313,  0.01896789,  0.01903114,  0.36358933,1544.3,1594.6, -0.03205219,  0.01869270,  0.01878323,  0.35885305,  0.01903114,  0.36358933
01-Jun-26,AUBANK,969.15,984.7, -0.01591763,  0.01953445,  0.01951791,  0.37288919,977.6,995.1, -0.01774265,  0.01886975,  0.01886435,  0.36040288,  0.01951791,  0.37288919
01-Jun-26,AUROPHARMA,1433.7,1426.4,  0.00510473,  0.01747845,  0.01743854,  0.33316290,1441.2,1439.6,  0.00111080,  0.01750997,  0.01746634,  0.33369403,  0.01746634,  0.33369403
01-Jun-26,AXISBANK,1275.9,1286.6, -0.00835127,  0.01550448,  0.01547698,  0.29568720,1282.8,1300.2, -0.01347291,  0.01524811,  0.01523959,  0.29115195,  0.01547698,  0.29568720
01-Jun-26,BAJAJ-AUTO,10376,10460, -0.00806301,  0.01574197,  0.01571292,  0.30019501,10025,10276.5, -0.02477776,  0.01569338,  0.01575177,  0.30093716,  0.01575177,  0.30093716
01-Jun-26,BAJAJFINSV,1758.9,1783.6, -0.01394518,  0.01538096,  0.01537399,  0.29371962,1767.9,1801.3, -0.01871622,  0.01569045,  0.01570702,  0.30008223,  0.01570702,  0.30008223
01-Jun-26,BAJAJHLDNG,10270,10361, -0.00882173,  0.01953559,  0.01949669,  0.37248374,10198,10319, -0.01179523,  0.01959154,  0.01956033,  0.37369957,  0.01956033,  0.37369957
01-Jun-26,BAJFINANCE,889.05,908.2, -0.02131114,  0.01839455,  0.01841030,  0.35172822,890.1,913.2, -0.02562110,  0.01825167,  0.01829581,  0.34954093,  0.01841030,  0.35172822
01-Jun-26,BANDHANBNK,207.14,208.3, -0.00558446,  0.02432799,  0.02427028,  0.46368312,208.25,210.91, -0.01269222,  0.02437347,  0.02432910,  0.46480681,  0.02432910,  0.46480681
01-Jun-26,BANKBARODA,264.35,268.5, -0.01557693,  0.01866771,  0.01865344,  0.35637346,265.75,271, -0.01956280,  0.01881001,  0.01881394,  0.35943986,  0.01881394,  0.35943986
01-Jun-26,BANKEX,60424.25,61131.26, -0.01163284,  0.01132934,  0.01133070,  0.21647281,60663.9,61404.55, -0.01213514,  0.01150071,  0.01150413,  0.21978605,  0.01150413,  0.21978605
01-Jun-26,BANKINDIA,136.74,139.91, -0.02291805,  0.02190050,  0.02190566,  0.41850709,137.75,141.37, -0.02594012,  0.02200191,  0.02202326,  0.42075382,  0.02202326,  0.42075382
01-Jun-26,BANKNIFTY,53643.1,54239.2, -0.01105104,  0.01113173,  0.01113153,  0.21266764,53973,54760, -0.01447608,  0.01101103,  0.01103094,  0.21074577,  0.01113153,  0.21266764
01-Jun-26,BDL,1204,1204.6, -0.00049821,  0.02699467,  0.02692708,  0.51444116,1143.8,1139.9,  0.00341551,  0.02822209,  0.02815255,  0.53785365,  0.02815255,  0.53785365
01-Jun-26,BEL,407.2,410.75, -0.00868029,  0.01880818,  0.01877120,  0.35862329,409.3,415.45, -0.01491389,  0.01879546,  0.01877807,  0.35875445,  0.01877807,  0.35875445
01-Jun-26,BHARATFORG,1922.7,1957.2, -0.01778443,  0.02029185,  0.02028010,  0.38745085,1931.9,1966.7, -0.01785304,  0.02046366,  0.02045140,  0.39072349,  0.02045140,  0.39072349
01-Jun-26,BHARTIARTL,1810.6,1829, -0.01011109,  0.01339737,  0.01338296,  0.25568116,1824.6,1845, -0.01111849,  0.01291831,  0.01290983,  0.24664195,  0.01338296,  0.25568116
01-Jun-26,BHEL,404.8,416.75, -0.02909340,  0.02471650,  0.02474040,  0.47266475,406.9,420.35, -0.03252024,  0.02483399,  0.02487839,  0.47530093,  0.02487839,  0.47530093
01-Jun-26,BIOCON,425.65,428.65, -0.00702332,  0.01866957,  0.01862938,  0.35591385,429.2,433.5, -0.00996879,  0.01870139,  0.01866784,  0.35664855,  0.01866784,  0.35664855
01-Jun-26,BLUESTARCO,1544.8,1589, -0.02821044,  0.02198862,  0.02202412,  0.42077013,1544,1597, -0.03375042,  0.02219543,  0.02226819,  0.42543316,  0.02226819,  0.42543316
01-Jun-26,BOSCHLTD,36705,36625,  0.00218192,  0.01819948,  0.01815455,  0.34684220,36900,37105, -0.00554018,  0.01828788,  0.01824640,  0.34859704,  0.01824640,  0.34859704
01-Jun-26,BPCL,296.85,298.1, -0.00420204,  0.01973644,  0.01968935,  0.37616457,298.65,301.25, -0.00866817,  0.01980969,  0.01976951,  0.37769599,  0.01976951,  0.37769599
