Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
12-May-26,360ONE,1078.1,1115.3, -0.03392319,  0.02176099,  0.02183864,  0.41722664,1079.2,1116.3, -0.03379962,  0.02179510,  0.02187160,  0.41785635,  0.02187160,  0.41785635
12-May-26,ABB,6328.5,6387.5, -0.00927971,  0.02047084,  0.02043025,  0.39031945,6340.5,6350.5, -0.00157592,  0.02053002,  0.02047889,  0.39124868,  0.02047889,  0.39124868
12-May-26,ABCAPITAL,341.2,352.95, -0.03385759,  0.02138840,  0.02146868,  0.41015863,342.25,354.45, -0.03502583,  0.02157277,  0.02166073,  0.41382763,  0.02166073,  0.41382763
12-May-26,ADANIENSOL,1284.3,1340.4, -0.04275425,  0.02907618,  0.02916046,  0.55710984,1291,1347.3, -0.04268548,  0.02923374,  0.02931633,  0.56008770,  0.02931633,  0.56008770
12-May-26,ADANIENT,2405.2,2500.2, -0.03873767,  0.02484300,  0.02493165,  0.47631851,2414.4,2510.9, -0.03919045,  0.02542690,  0.02551425,  0.48744901,  0.02551425,  0.48744901
12-May-26,ADANIGREEN,1307.9,1387.7, -0.05922490,  0.03026475,  0.03047816,  0.58228440,1314,1389.9, -0.05615588,  0.03046175,  0.03064389,  0.58545064,  0.03064389,  0.58545064
12-May-26,ADANIPORTS,1688.2,1767.3, -0.04579009,  0.02083759,  0.02103598,  0.40189193,1695.6,1768.7, -0.04220815,  0.02081565,  0.02097692,  0.40076350,  0.02103598,  0.40189193
12-May-26,ADANIPOWER,209.63,222.04, -0.05751347,  0.02717608,  0.02741143,  0.52369457,210.73,222.68, -0.05515807,  0.02714362,  0.02735522,  0.52262078,  0.02741143,  0.52369457
12-May-26,ALKEM,5496.5,5599.5, -0.01856578,  0.01518037,  0.01519905,  0.29037752,5505,5621, -0.02085281,  0.01514648,  0.01518048,  0.29002274,  0.01519905,  0.29037752
12-May-26,AMBER,8163.5,8539, -0.04497091,  0.02780361,  0.02791571,  0.53332884,8186.5,8549, -0.04332786,  0.02816377,  0.02825987,  0.53990415,  0.02825987,  0.53990415
12-May-26,AMBUJACEM,426.95,436.2, -0.02143394,  0.01892042,  0.01893376,  0.36172893,427.2,436.95, -0.02256648,  0.01910182,  0.01912072,  0.36530079,  0.01912072,  0.36530079
12-May-26,ANGELONE,299.15,317.2, -0.05858737,  0.02925053,  0.02946989,  0.56302147,299.95,318.25, -0.05922144,  0.02929866,  0.02952378,  0.56405111,  0.02952378,  0.56405111
12-May-26,APLAPOLLO,1881.2,1949.8, -0.03581693,  0.01896456,  0.01908575,  0.36463282,1886.5,1954.9, -0.03561578,  0.01873470,  0.01885676,  0.36025793,  0.01908575,  0.36463282
12-May-26,APOLLOHOSP,8022.5,8082, -0.00738927,  0.01314341,  0.01312095,  0.25067535,8035,8099, -0.00793360,  0.01290805,  0.01288804,  0.24622568,  0.01312095,  0.25067535
12-May-26,ASHOKLEY,155.96,161.52, -0.03502941,  0.02233751,  0.02241875,  0.42830968,156.07,161.4, -0.03358113,  0.02182361,  0.02189811,  0.41836276,  0.02241875,  0.42830968
12-May-26,ASIANPAINT,2505.5,2566.2, -0.02393789,  0.01527621,  0.01533161,  0.29291003,2514.7,2569.7, -0.02163565,  0.01525301,  0.01529141,  0.29214200,  0.01533161,  0.29291003
12-May-26,ASTRAL,1527.6,1572.1, -0.02871443,  0.01847554,  0.01854092,  0.35422385,1532.8,1578.4, -0.02931555,  0.01806416,  0.01813768,  0.34651990,  0.01854092,  0.35422385
12-May-26,AUBANK,999.6,1021.4, -0.02157432,  0.01982960,  0.01983863,  0.37901648,1004,1025.5, -0.02118828,  0.01915334,  0.01916404,  0.36612849,  0.01983863,  0.37901648
12-May-26,AUROPHARMA,1488.2,1486.6,  0.00107570,  0.01745680,  0.01741327,  0.33268012,1490,1488.7,  0.00087286,  0.01747701,  0.01743349,  0.33306635,  0.01743349,  0.33306635
12-May-26,AXISBANK,1260.1,1272.3, -0.00963520,  0.01575422,  0.01572969,  0.30051533,1262.7,1273.6, -0.00859525,  0.01551070,  0.01548375,  0.29581661,  0.01572969,  0.30051533
12-May-26,BAJAJ-AUTO,10396.5,10595.5, -0.01896017,  0.01574200,  0.01575971,  0.30108880,10420.5,10633, -0.02018735,  0.01573661,  0.01576196,  0.30113186,  0.01576196,  0.30113186
12-May-26,BAJAJFINSV,1744.8,1794.4, -0.02803077,  0.01551387,  0.01560145,  0.29806527,1749.9,1799.2, -0.02778348,  0.01585975,  0.01594152,  0.30456225,  0.01594152,  0.30456225
